SOURCE_OBJECT_KEY,SOURCE_SYSTEM,SUB_SOURCE_SYSTEM,SOURCE_OBJECT_TYPE,SOURCE_SYSTEM_TYPE,SOURCE_TABLE_DB,SOURCE_TABLE_SCHEMA,COLUMN_ALIAS,SOURCE_TABLE_NAME,SOURCE_TS_COLUMN_NAME,SOURCE_FILTER_CONDITION,SOURCE_DELETE_COLUMN,SOURCE_FILE_PATH,SOURCE_FILE_PATTERN,SOURCE_FILE_TYPE,SOURCE_FILE_FORMAT,SOURCE_FILE_HEADER_FLAG,FILE_FIELD_SEPARATOR,FILE_RECORD_SEPARATOR,FILE_QUOTE_CHARACTER,FILE_ESCAPE_CHARACTER,FILE_ATTRIBUTES_COUNT,DQ_CHECK_REQD,SOURCE_EXTRACT_TYPE,SOURCE_PRIMARY_COLUMNS,SOURCE_HASH_COLUMNS,SOURCE_HASH_EXCLUSION_COLUMNS,TARGET_CONTAINER_NAME,TARGET_PATH,TARGET_TABLE_NAME,IS_ACTIVE,IS_FILE_COMPRESSED,FILE_COMPRESS_FORMAT,SCD_LOAD_TYPE,SOURCE_TABLE_IS_PARTITIONED,SOURCE_TABLE_PARTITION_KEY,SOURCE_API_URL,HISTORY_LOAD_FROM_DATETIME,HISTORY_LOAD_TO_DATETIME,DELIVERY_MECHANISM,DELIVERY_FREQUENCY,OTHER_INFO_1,OTHER_INFO_1_DESCRIPTION,OTHER_INFO_2,OTHER_INFO_2_DESCRIPTION,OTHER_INFO_3,OTHER_INFO_3_DESCRIPTION,OTHER_INFO_4,OTHER_INFO_4_DESCRIPTION,TRIGGER_NAME,LOAD_DURATION_HRS,SLA_THRESHOLD,SCRIPT,DEPENDENT_SOURCE_OBJECT_KEYS,QUEUE_NAME,TARGET_SYSTEM,DAILYOVERLAP,WEEKLYOVERLAP,WEEKLYSYNCDAY,HANDLENULLSINWEEKLY,DIM_FULL_LOAD,NRT_TABLE_NAME,NRT_SCD_LOAD_TYPE
3001072,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datamart-layer,DELTA/ENTERPRISE_MART,Pre15Dy_DSU_unique_FD_JUN24_NEW,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY ,null,null,null,null,null,null,null,null,TGR_DATAMART_DAILY_1,24,null,null,null,null,DSU,null,null,null,null,null,null,SCD-1
3001071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datamart-layer,DELTA/ENTERPRISE_MART,pre15dy_jp_intersection_unique_fd_jun24_new,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY ,null,null,null,null,null,null,null,null,TGR_DATAMART_DAILY_1,24,null,null,null,null,DSU,null,null,null,null,null,null,SCD-1
2001150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"MATCH_ID,IBL_USER_ID",null,null,datawarehouse-layer,RECONCILIATION/DIM_RECON_AUDIT,DIM_RECON_AUDIT,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_RECONCILIATION_DATAWAREHOUSE_HOURLY,24,null,null,1070007,null,null,null,null,null,null,null,null,SCD-0
2001150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,INCREMENTAL,"MATCH_ID,IBL_USER_ID",null,null,datawarehouse-layer,RECONCILIATION/DIM_RECON_AUDIT,DIM_RECON_AUDIT,1,null,null,SCD-2,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_RECONCILIATION_DATAWAREHOUSE_HOURLY,24,null,null,1070007,null,null,null,null,null,null,null,null,SCD-2
2001152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datawarehouse-layer,RECONCILIATION/FACT_RECON_COMPANY_MIS,FACT_RECON_COMPANY_MIS,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_RECONCILIATION_DATAWAREHOUSE_HOURLY,24,null,null,1070002,null,null,null,null,null,null,null,null,SCD-0
1012182,JOCATA,null,TABLE,MYSQL,JG_BL,PROJ_I05,null,PERFIOS_DETAILS,UPDATED_DATE,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,PERFIOS_ID,null,null,curated-layer,JOCATA/PROJ_I05,JCT_PL_PERFIOS_DETAILS,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,DATE,null,null,null,null,null,null,null,null,24,null,null,null,NULL,null,null,null,null,null,null,null,SCD-0
106601,INDIE_DB,null,TABLE,AZURE_SQL,MSSQL-DATABASE-INDIE-PROD,ONBOARDINGDB,null,ONBOARDING_STAGING,last_modified_at,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,MOBILE_NUMBER,null,null,curated-layer,INDIE_DB/ONBOARDINGDB,ONBOARDING_STAGING,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
106643,INDIE_DB,null,TABLE,AZURE_SQL,MSSQL-DATABASE-INDIE-PROD,LOCDB,null,CIBIL_CONSUMER_DATA,last_modified_at,null,null,null,null,null,null,null,null,null,null,null,null,1,TRANSACTIONAL,application_id,null,null,curated-layer,INDIE_DB/LOCDB,CIBIL_CONSUMER_DATA,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
6000102,TEMPLATE,KYC_AML_TEMPLATE,FILE,VOLUME,edp_datasharing_prd,,,,,,,fileshare_in/kyc_aml_cgmo,B1,,.xlsx,1,,,,,0,0,INCREMENTAL,,,,curated-layer,TEMPLATE,kyc_aml_b1,1,0,,SCD-0A,,,,1900-01-01T00:00:00.000Z,1900-01-01T00:00:00.000Z,PULL,,"LINE_ITEM,LOW_RISK_CUSTOMERS_NUMBER_OF_DEBIT_TRANSACTIONS,LOW_RISK_CUSTOMERS_VALUE_OF_DEBIT_TRANSACTIONS,LOW_RISK_CUSTOMERS_NUMBER_OF_CREDIT_TRANSACTIONS,LOW_RISK_CUSTOMERS_VALUE_OF_CREDIT_TRANSACTIONS,MEDIUM_RISK_CUSTOMERS_NUMBER_OF_DEBIT_TRANSACTIONS,MEDIUM_RISK_CUSTOMERS_VALUE_OF_DEBIT_TRANSACTIONS,MEDIUM_RISK_CUSTOMERS_NUMBER_OF_CREDIT_TRANSACTIONS,MEDIUM_RISK_CUSTOMERS_VALUE_OF_CREDIT_TRANSACTIONS,HIGH_RISK_CUSTOMERS_NUMBER_OF_DEBIT_TRANSACTIONS,HIGH_RISK_CUSTOMERS_VALUE_OF_DEBIT_TRANSACTIONS,HIGH_RISK_CUSTOMERS_NUMBER_OF_CREDIT_TRANSACTIONS,HIGH_RISK_CUSTOMERS_VALUE_OF_CREDIT_TRANSACTIONS,WALK_IN_CUSTOMERS_NUMBER_OF_DEBIT_TRANSACTIONS,WALK_IN_CUSTOMERS_VALUE_OF_DEBIT_TRANSACTIONS,WALK_IN_CUSTOMERS_NUMBER_OF_CREDIT_TRANSACTIONS,WALK_IN_CUSTOMERS_VALUE_OF_CREDIT_TRANSACTIONS","string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string",B1,,,,,,,,,,,,,,,,,,null,SCD-0A
6000103,TEMPLATE,KYC_AML_TEMPLATE,FILE,VOLUME,edp_datasharing_prd,,,,,,,fileshare_in/kyc_aml_cgmo,B9,,.xlsx,1,,,,,0,0,INCREMENTAL,,,,curated-layer,TEMPLATE,kyc_aml_b9,1,0,,SCD-0A,,,,1900-01-01T00:00:00.000Z,1900-01-01T00:00:00.000Z,PULL,,"NAME_OF_PRODUCTS_AND_SERVICES,NO_OF_TRANSACTIONS","string,string",B9,,,,,,,,,,,,,,,,,,null,SCD-0A
6000104,TEMPLATE,KYC_AML_TEMPLATE,FILE,VOLUME,edp_datasharing_prd,,,,,,,fileshare_in/kyc_aml_compliant,C11,,.xlsx,1,,,,,0,0,INCREMENTAL,,,,curated-layer,TEMPLATE,kyc_aml_c11,1,0,,SCD-0A,,,,1900-01-01T00:00:00.000Z,1900-01-01T00:00:00.000Z,PULL,,"COMPLAINT_RECEIVED_FROM,NO_OF_COMPLAINTS_OUTSTANDING_AT_THE_BEGINNING_OF_QUARTER,NO_OF_COMPLAINTS_RECEIVED_DURING_THE_QUARTER,NO_OF_COMPLAINTS_CLOSED_DURING_THE_QUARTER,NO_OF_COMPLAINTS_OUTSTANDING_AT_THE_END_OF_THE_QUARTER_,NO_OF_COMPLAINTS_OUTSTANDING_WITH_AGEING_STATUS_MORE_THAN_30_DAYS,AVERAGE_NO_OF_DAYS_TAKEN_TO_CLOSE_A_COMPLAINT,NO_OF_COMPLAINTS_WHICH_TOOK_MORE_THAN_30_DAYS_FOR_CLOSURE","string,string,string,string,string,string,string,string",C11,,,,,,,,,,,,,,,,,,null,SCD-0A
5300083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,INCREMENTAL,null,null,null,datamart-layer,null,Indus_Grande_history_flags_history,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,N,,Y,null,null,null,OPERATIONS,,TGR_DATAMART_GENERIC_DAILY,24,null,/Workspace/EDP/Ingestion/Notebooks/Generic_NB_Run/queries/nb_Indus_Grande_history_flags_history,"2001008,2001009,2001010,2001096",null,null,null,null,null,null,null,null,SCD-0
1088012,SAOAO,AOAO,TABLE,ORACLE,IBLOAO,APPSADM,null,TBL_FD_TYPES_LEADS,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FULL_LOAD,null,null,null,curated-layer,SAOAO/APPSADM,TBL_FD_TYPES_LEADS,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1088013,SAOAO,AOAO,TABLE,ORACLE,IBLOAO,APPSADM,null,TBL_FD_TYPES_REQUEST_PAYU_PHII,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,SAOAO/APPSADM,TBL_FD_TYPES_REQUEST_PAYU_PHII,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1088005,SAOAO,AOAO,TABLE,ORACLE,IBLOAO,APPSADM,null,TBL_FD_TYPES_STEP1_PHII,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,SAOAO/APPSADM,TBL_FD_TYPES_STEP1_PHII,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
5989891,DSU_MANUAL_FILES,null,FILE,VOLUME,null,null,null,DSU_WORKSPACE_CAMPAIGN_DETAILS,null,null,null,fileshare_in/dsu_campaign_details,DSU_Campaign_Details*.xlsx,DYNAMIC,.xlsx,1,",",/n,null,null,null,1,INCREMENTAL,"Asset_Name,FILTER_COLUMN",null,null,curated-layer,DSU_MANUAL_FILES,DSU_WORKSPACE_CAMPAIGN_DETAILS,1,0,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,0,null,null,24,null,null,null,null,DSU_MANUAL_FILES,null,null,null,null,null,null,SCD-2
5999922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,INCREMENTAL,null,null,null,datamart-layer,null,tbl_home_loan_pdd_pendency_report,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,N,,Y,null,null,null,OPERATIONS,,TGR_DATAMART_GENERIC_DAILY,24,null,/Workspace/EDP/Ingestion/Notebooks/Generic_NB_Run/queries/nb_tbl_home_loan_pdd_pendency_report,"2001008,2001009,2001010,2001096",null,null,null,null,null,null,null,null,SCD-1
2001015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datawarehouse-layer,DIGITAL_BANKING/FACT_FD_ONLINE_ACCOUNT_OPENING_NTB,FACT_FD_ONLINE_ACCOUNT_OPENING_NTB,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_DIGITAL_BANKING_DATAWAREHOUSE_HOURLY,24,null,null,1088017,null,null,null,null,null,null,null,null,SCD-0
2001020,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,"CUSTOMER_ID,CORP_ID,BANK_ID,SOURCE_SYSTEM,REQUEST_SERIAL_NUMBER",null,null,datawarehouse-layer,DIGITAL_BANKING/FACT_NETBANKING_FD_RD,FACT_NETBANKING_FD_RD,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_DIGITAL_BANKING_DATAWAREHOUSE_HOURLY,24,null,null,"1096005, 1096001, 1096002, 1096003, 1096004, 1096006, 1096007, 1096008, 1091001, 1091003, 1091004, 1087013, 1087014",null,null,null,null,null,null,null,null,SCD-0
1088006,SAOAO,AOAO,TABLE,ORACLE,IBLOAO,APPSADM,null,TBL_FD_TYPES_STEP2_PHII,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,SAOAO/APPSADM,TBL_FD_TYPES_STEP2_PHII,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1023076,M2P,M2P LOC,FILE,FILE-BLOB,null,null,null,ACCOUNT_ENTITY,null,null,null,LOCPROD,account_entity_*.csv,FILE,.csv,null,||,||,null,null,null,0,TRANSACTIONAL,entityId,null,null,curated-layer,M2P,ACCOUNT_ENTITY,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
2001020,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"CUSTOMER_ID,CORP_ID,BANK_ID,SOURCE_SYSTEM,REQUEST_SERIAL_NUMBER",null,null,datawarehouse-layer,DIGITAL_BANKING/FACT_NETBANKING_FD_RD,FACT_NETBANKING_FD_RD,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_DIGITAL_BANKING_DATAWAREHOUSE_HOURLY,24,null,null,"1096005, 1096001, 1096002, 1096003, 1096004, 1096006, 1096007, 1096008, 1091001, 1091003, 1091004, 1087013, 1087014",null,null,null,null,null,null,null,null,SCD-0
2001027,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"CUSTOMER_ID,USER_ID,LOGIN_DATE,SOURCE_SYSTEM",null,null,datawarehouse-layer,DIGITAL_BANKING/FACT_MOBILE_BANKING_AND_NET_BANKING_INDIVIDUAL_CUSTOMER_LOGIN,FACT_MOBILE_BANKING_AND_NET_BANKING_INDIVIDUAL_CUSTOMER_LOGIN,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_DIGITAL_BANKING_DATAWAREHOUSE_HOURLY,24,null,null,"1087011, 2001017, 2001030",null,null,null,null,null,null,null,null,SCD-0
2001027,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,"CUSTOMER_ID,USER_ID,LOGIN_DATE,SOURCE_SYSTEM",null,null,datawarehouse-layer,DIGITAL_BANKING/FACT_MOBILE_BANKING_AND_NET_BANKING_INDIVIDUAL_CUSTOMER_LOGIN,FACT_MOBILE_BANKING_AND_NET_BANKING_INDIVIDUAL_CUSTOMER_LOGIN,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_DIGITAL_BANKING_DATAWAREHOUSE_HOURLY,24,null,null,"1087011, 2001017, 2001030",null,null,null,null,null,null,null,null,SCD-0
1031011,CONNECTONLINE,null,TABLE,ORACLE,COPRDDB,CONNECTONLINE,null,GTP_PRODUCT_BK_TNX,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,CONNECTONLINE/CONNECTONLINE,GTP_PRODUCT_BK_TNX,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1008234,PROLENDZ,null,TABLE,SQLSERVER,Prolendz,DBO,null,TBT_UDHYAM_REGISTRATION,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FULL_LOAD,null,null,null,curated-layer,PROLENDZ/DBO,TBT_UDHYAM_REGISTRATION,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,"TGR_PROLENDZ_RAW_DAILY,TGR_PROLENDZ_CURATED_DAILY",24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
3001424,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datamart-layer,DELTA/ENTERPRISE_MART,aniket_affluent_v3,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,TGR_DATAMART_DAILY_2,24,null,null,"2001001,3008046,3001022",CODE HANDED OVER TO DSU,DSU,null,null,null,null,null,null,SCD-1
1027009,INDUSDIRECT,null,TABLE,SQLSERVER,INDUSDIRECT,DBO,null,TRANSACTIONTYPEMASTER,MODIFIEDDATE,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,TRNCODE,null,null,curated-layer,INDUSDIRECT/DBO,TRANSACTIONTYPEMASTER,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
1001001,INDIE_MSME,null,TABLE,ORACLE,MSMEDB,TRANSACTION,null,TRN_PAYMENT_SCHEDULE_DTL,LAST_MODIFIED_ON,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,PAYMENT_SCHEDULE_DTL_ID,null,null,curated-layer,INDIE_MSME/TRANSACTION,TRN_PAYMENT_SCHEDULE_DTL,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1027010,INDUSDIRECT,null,TABLE,SQLSERVER,INDUSDIRECT,DBO,null,STATUSMASTER,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,STATUS,null,null,curated-layer,INDUSDIRECT/DBO,STATUSMASTER,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
1027011,INDUSDIRECT,null,TABLE,SQLSERVER,INDUSDIRECT,DBO,null,TRNDETAILS,TRN_STATUS_DATETIME,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,TrnRefNum,null,null,curated-layer,INDUSDIRECT/DBO,TRNDETAILS,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1027012,INDUSDIRECT,null,TABLE,SQLSERVER,INDUSDIRECT,DBO,null,UPLOADTRACKING,UPLOADDATE,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,FileID,null,null,curated-layer,INDUSDIRECT/DBO,UPLOADTRACKING,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1027013,INDUSDIRECT,null,TABLE,SQLSERVER,INDUSDIRECT,DBO,null,SVC_STG_TXN,TRN_STATUS_DATETIME,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,RequestId,null,null,curated-layer,INDUSDIRECT/DBO,SVC_STG_TXN,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1008235,PROLENDZ_CFD_BIMSCD,null,TABLE,SQLSERVER,BIMSCD_ARCHIVE,DBO,null,PROLENDZ_DS2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FULL_LOAD,null,null,null,curated-layer,PROLENDZ_CFD_BIMSCD/DBO,PROLENDZ_DS2,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,"TGR_PROLENDZ_RAW_DAILY,TGR_PROLENDZ_CURATED_DAILY",24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1008236,PROLENDZ_CFD_STG,null,TABLE,SQLSERVER,PROLENDZ_STG,DBO,null,TBS_REPAYMENT,REPAYMENT_DATE,null,null,null,null,null,null,null,null,null,null,null,null,1,TRANSACTIONAL,null,null,null,curated-layer,PROLENDZ_CFD_STG/DBO,TBS_REPAYMENT,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,"TGR_PROLENDZ_RAW_DAILY,TGR_PROLENDZ_CURATED_DAILY",24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1008238,PROLENDZ,null,TABLE,SQLSERVER,Prolendz,dbo,null,TBT_PSLFlow_Dt,MAKER_DATE,null,null,null,null,null,null,null,null,null,null,null,null,0,INCREMENTAL,AppNo,null,null,curated-layer,PROLENDZ/DBO,TBT_PSLFlow_Dt,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,"TGR_PROLENDZ_RAW_DAILY,TGR_PROLENDZ_CURATED_DAILY",24,null,null,null,null,null,3,null,null,null,null,null,SCD-2
1001002,INDIE_MSME,null,TABLE,ORACLE,MSMEDB,TRANSACTION,null,TRN_PAYMENT_TRANSFER_DTL,LAST_MODIFIED_ON,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,PAYMENT_TRANSER_DTL_ID,null,null,curated-layer,INDIE_MSME/TRANSACTION,TRN_PAYMENT_TRANSFER_DTL,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1001003,INDIE_MSME,null,TABLE,ORACLE,MSMEDB,TRANSACTION,null,TRN_PAY_TAX_DTL,LAST_MODIFIED_ON,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,PAY_TAX_DTL_ID,null,null,curated-layer,INDIE_MSME/TRANSACTION,TRN_PAY_TAX_DTL,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1001005,INDIE_MSME,null,TABLE,ORACLE,MSMEDB,TRANSACTION,null,TRN_BULK_PAY_METDATA,LAST_MODIFIED_ON,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,REQUEST_ID,null,null,curated-layer,INDIE_MSME/TRANSACTION,TRN_BULK_PAY_METDATA,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1001034,INDIE_MSME,null,TABLE,ORACLE,MSMEDB,CUSTOMER,null,TRN_DEVICE_DTL,LAST_MODIFIED_ON,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,DEVICE_DTL_ID,null,null,curated-layer,INDIE_MSME/CUSTOMER,TRN_DEVICE_DTL,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1088020,SAOAO,AOAO,TABLE,ORACLE,IBLOAO,APPSADM,"st1.CREATEDATE AS CREATED_DATE, st1.pan_number AS PAN, st1.Linknumber AS Link_Number, st1.LD_MOBILENO AS MOBILE_LEAD, st1.LD_EMAILID AS EMAIL_LEAD, st1.LD_CUSTNAME AS CUSTOMER_NAME_LEAD, UPPER(st1.ld_branchname) AS Branch_Location, UPPER(st1.ld_City) AS City, UPPER(st1.ld_State) AS State, st1.APP_STEP, st1.PARENTLINKID AS Journey_Type, st1.utm_code AS UTM_Code, UTM_SOURCE, UTM_MEDIUM, UTM_CAMPAIGN, UTM_TERM, UTM_CONTENT, st1.GCLID AS GoogleClickID, st1.is_oaoleadconsent",TBL_FD_TYPES_STEP1_PHII,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,SAOAO/APPSADM,OA0_LEAD_DATA,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,st1 WHERE TRUNC(st1.CREATEDATE) BETWEEN TRUNC(SYSDATE - 50) AND TRUNC(SYSDATE - 1),null,null,null,null,null,null,null,null,null,SCD-0
1001035,INDIE_MSME,null,TABLE,ORACLE,MSMEDB,CUSTOMER,null,TRN_USER_DTL,LAST_MODIFIED_ON,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,USER_DTL_ID,null,null,curated-layer,INDIE_MSME/CUSTOMER,TRN_USER_DTL,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1111043,NUCLEUS,null,TABLE,null,DATALAKE,NUCLEUS,null,LOS_NBFC_OBLIGATION_DTL,null,null,null,null,null,null,null,null,null,null,null,null,null,1,ONE TIME LOAD,null,null,null,curated-layer,NUCLEUS,LOS_NBFC_OBLIGATION_DTL,0,null,null,SCD-0,1,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1007024,MANUAL_FILES,null,FILE,VOLUME,null,null,null,profile_modification,null,null,null,fileshare_in/profile_modification,Profile*Modification*.xlsx,DYNAMIC,.xlsx,1,",",/n,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,MANUAL_FILES,profile_modification,1,0,null,SCD-0A,null,null,null,null,null,PULL,HOURLY,null,null,REMOVE_INFERSCHEMA,"REMOVE DATATYPE AUTODETECTION, ALL COLUMN CONSIDER AS STRING",null,null,0,null,null,6,null,null,null,null,null,null,null,null,null,null,null,SCD-0A
1007025,MANUAL_FILES,null,FILE,VOLUME,null,null,null,consolidated_contribution,null,null,null,fileshare_in/consolidated_contribution,Consolidated*Contribution*Report*.xlsx,DYNAMIC,.xlsx,1,",",/n,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,MANUAL_FILES,consolidated_contribution,1,0,null,SCD-0A,null,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,0,null,null,6,null,null,null,null,null,null,null,null,null,null,null,SCD-0A
1111044,NUCLEUS,null,TABLE,null,DATALAKE,NUCLEUS,null,LOS_LEA_EMPLOYER_M,null,null,null,null,null,null,null,null,null,null,null,null,null,1,ONE TIME LOAD,null,null,null,curated-layer,NUCLEUS,LOS_LEA_EMPLOYER_M,0,null,null,SCD-0,1,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
